agent_id,ev_model,user_type,objective,include_subscription,sessions_per_month,start_lat,start_lon,dest_lat,dest_lon,depart_datetime,start_soc_pct,reserve_soc_pct,target_soc_pct,max_detour_km,top_k_candidates,step_horizon_s
U018,Partner,Member,cost,True,4,51.485972,-0.141938,51.552749,-0.033158,2025-08-12T11:53:36,8.7,12.0,80.0,12.0,5,60
U019,eVito,Member,time,True,12,51.513707,-0.02123,51.490664,-0.245389,2025-08-12T11:32:52,7.8,12.0,80.0,12.0,5,60
U020,grand touring,Payg,cost,False,0,51.471072,-0.197204,51.514944,0.001077,2025-08-12T08:17:59,6.2,12.0,80.0,12.0,5,60
U021,Q8 e-tron,Payg,cost,False,0,51.470433,-0.193236,51.552749,-0.033158,2025-08-12T14:04:18,9.5,12.0,80.0,12.0,5,60
U022,Twizy,Payg,time,False,0,51.500501,-0.02535,51.49675,-0.24656,2025-08-12T08:10:20,5.7,12.0,80.0,12.0,5,60
U023,Enyaq iV 50,Member,cost,True,8,51.540943,-0.153531,51.488105,-0.005968,2025-08-12T17:52:38,9.2,12.0,80.0,12.0,5,60
U024,coupe rs,Payg,hybrid,False,0,51.525075,-0.164654,51.488423,-0.005687,2025-08-12T15:32:11,9.0,12.0,80.0,12.0,5,60
U025,touring standard range,Payg,hybrid,False,0,51.477016,-0.210515,51.514944,0.001077,2025-08-12T16:40:39,7.3,12.0,80.0,12.0,5,60
U026,etron 50,Payg,cost,False,0,51.46345,-0.146172,51.552749,-0.033158,2025-08-12T18:29:12,9.9,12.0,80.0,12.0,5,60
U027,39,Payg,time,False,0,51.485751,-0.211744,51.514944,0.001077,2025-08-12T18:59:19,5.3,12.0,80.0,12.0,5,60
U028,99,Payg,hybrid,False,0,51.477747,-0.189518,51.514944,0.001077,2025-08-12T07:46:07,7.9,12.0,80.0,12.0,5,60
U029,e-tech electric,Payg,hybrid,False,0,51.489899,-0.22897,51.514944,0.001077,2025-08-12T10:23:50,9.2,12.0,80.0,12.0,5,60
U030,Townstar EV Passenger,Payg,hybrid,False,0,51.48799,-0.13912,51.552749,-0.033158,2025-08-12T11:43:13,5.6,12.0,80.0,12.0,5,60
U031,suv 500,Member,cost,True,4,51.46542,-0.142288,51.552749,-0.033158,2025-08-12T13:35:03,6.6,12.0,80.0,12.0,5,60
U032,e-Niro 64,Payg,hybrid,False,0,51.518,-0.16237,51.488423,-0.005687,2025-08-12T14:03:27,8.0,12.0,80.0,12.0,5,60
U033,5 project 45,Member,time,True,12,51.501564,-0.218878,51.514944,0.001077,2025-08-12T12:24:39,5.3,12.0,80.0,12.0,5,60
U034,Q8 e-tron Sportback 50 quattro,Member,cost,True,4,51.538254,-0.148867,51.488105,-0.005968,2025-08-12T15:29:55,5.8,12.0,80.0,12.0,5,60
U035,EV4 Hatchback Standard Range,Payg,hybrid,False,0,51.517145,-0.152214,51.488423,-0.005687,2025-08-12T11:14:18,7.3,12.0,80.0,12.0,5,60
U036,Korando e-Motion,Payg,cost,False,0,51.494203,-0.236612,51.514944,0.001077,2025-08-12T18:18:11,9.6,12.0,80.0,12.0,5,60
U037,turbo s cross turismo,Payg,hybrid,False,0,51.49595,-0.18978,51.514944,0.001077,2025-08-12T07:50:31,8.3,12.0,80.0,12.0,5,60
U038,Mustang Mach-E ER AWD,Payg,time,False,0,51.52085,-0.157426,51.488423,-0.005687,2025-08-12T20:40:37,6.2,12.0,80.0,12.0,5,60
U039,Kona Electric 64 kWh,Member,time,True,12,51.453801,-0.116167,51.552749,-0.033158,2025-08-12T11:30:24,9.6,12.0,80.0,12.0,5,60
U040,Roadster,Member,cost,True,8,51.48039,-0.20608,51.514944,0.001077,2025-08-12T19:58:49,6.4,12.0,80.0,12.0,5,60
U041,4 cross turismo,Payg,time,False,0,51.520042,-0.131155,51.488423,-0.005687,2025-08-12T18:00:18,7.1,12.0,80.0,12.0,5,60
U042,EV4 Hatchback Long Range,Payg,cost,False,0,51.498604,-0.018876,51.49675,-0.24656,2025-08-12T08:04:44,9.3,12.0,80.0,12.0,5,60
U043,#5 Premium,Member,hybrid,True,4,51.544901,-0.068316,51.490664,-0.245389,2025-08-12T08:42:29,6.8,12.0,80.0,12.0,5,60
U044,xdrive60,Payg,time,False,0,51.477016,-0.210515,51.514944,0.001077,2025-08-12T12:28:05,7.5,12.0,80.0,12.0,5,60
U045,e-Traveller L2 75 kWh,Payg,time,False,0,51.452296,-0.115501,51.552749,-0.033158,2025-08-12T20:25:44,5.6,12.0,80.0,12.0,5,60
U046,Townstar EV Passenger L2,Member,time,True,4,51.498856,-0.107889,51.49675,-0.24656,2025-08-12T11:38:03,6.1,12.0,80.0,12.0,5,60
U047,Q4 Sportback e-tron 45 quattro,Payg,time,False,0,51.47465,-0.19123,51.514944,0.001077,2025-08-12T08:36:05,5.7,12.0,80.0,12.0,5,60
U048,120 ah,Member,hybrid,True,4,51.494539,-0.221141,51.514944,0.001077,2025-08-12T10:17:30,8.4,12.0,80.0,12.0,5,60
U049,sportbacketron 40,Payg,cost,False,0,51.534077,-0.056058,51.490664,-0.245389,2025-08-12T18:00:59,5.3,12.0,80.0,12.0,5,60
U050,Zoe R110,Payg,time,False,0,51.497897,-0.078268,51.49675,-0.24656,2025-08-12T17:59:23,8.8,12.0,80.0,12.0,5,60
U051,Q4 Sportback e-tron 45,Payg,hybrid,False,0,51.475277,-0.211637,51.514944,0.001077,2025-08-12T12:11:18,7.1,12.0,80.0,12.0,5,60
U052,long range,Payg,hybrid,False,0,51.493868,-0.177633,51.514944,0.001077,2025-08-12T18:12:23,5.0,12.0,80.0,12.0,5,60
U053,Twingo Z.E.,Member,cost,True,8,51.549461,-0.065491,51.490664,-0.245389,2025-08-12T19:02:29,9.8,12.0,80.0,12.0,5,60
U054,x standard range,Payg,time,False,0,51.490769,-0.17739,51.514944,0.001077,2025-08-12T17:06:43,7.4,12.0,80.0,12.0,5,60
U055,ForTwo Cabrio Electric,Member,time,True,4,51.495777,-0.232999,51.514944,0.001077,2025-08-12T10:38:42,9.6,12.0,80.0,12.0,5,60
U056,ë-C4,Member,cost,True,4,51.489184,-0.229662,51.514944,0.001077,2025-08-12T08:54:33,5.5,12.0,80.0,12.0,5,60
U057,6 long range,Payg,time,False,0,51.49621,-0.2173,51.514944,0.001077,2025-08-12T12:03:22,5.5,12.0,80.0,12.0,5,60
U058,awd,Payg,time,False,0,51.45469,-0.140992,51.552749,-0.033158,2025-08-12T20:39:08,9.0,12.0,80.0,12.0,5,60
U059,Funky Cat GT,Member,time,True,4,51.475238,-0.213646,51.514944,0.001077,2025-08-12T07:04:29,8.1,12.0,80.0,12.0,5,60
U060,MGS5  EV 49 kWh,Member,hybrid,True,8,51.543232,-0.107406,51.490664,-0.245389,2025-08-12T20:12:06,9.5,12.0,80.0,12.0,5,60
U061,Avenger,Payg,hybrid,False,0,51.498225,-0.212086,51.514944,0.001077,2025-08-12T08:48:53,5.9,12.0,80.0,12.0,5,60
U062,Microlino,Member,cost,True,8,51.467487,-0.194118,51.552749,-0.033158,2025-08-12T07:54:31,9.0,12.0,80.0,12.0,5,60
U063,3 long range rwd,Payg,hybrid,False,0,51.46834,-0.1886,51.552749,-0.033158,2025-08-12T19:15:01,7.7,12.0,80.0,12.0,5,60
U064,SQ6 e-tron Sportback,Payg,time,False,0,51.51107,-0.153803,51.514944,0.001077,2025-08-12T19:19:23,6.1,12.0,80.0,12.0,5,60
U065,sportbacketron 50,Member,hybrid,True,4,51.501506,-0.088795,51.49675,-0.24656,2025-08-12T09:22:55,6.1,12.0,80.0,12.0,5,60
U066,suv 580,Member,cost,True,12,51.501601,-0.102344,51.49675,-0.24656,2025-08-12T18:26:25,7.7,12.0,80.0,12.0,5,60
U067,e-tron 50 quattro,Member,time,True,8,51.544006,-0.136707,51.445465,-0.108074,2025-08-12T07:35:53,6.6,12.0,80.0,12.0,5,60
U068,e-Rifter Standard 50 kWh,Payg,hybrid,False,0,51.498153,-0.235581,51.514944,0.001077,2025-08-12T20:41:40,7.1,12.0,80.0,12.0,5,60
U069,Q6 e-tron Sportback,Payg,time,False,0,51.511833,-0.100617,51.490664,-0.245389,2025-08-12T20:38:22,5.5,12.0,80.0,12.0,5,60
U070,EL7 Long Range,Payg,cost,False,0,51.489137,-0.210484,51.514944,0.001077,2025-08-12T12:06:25,6.3,12.0,80.0,12.0,5,60
U071,#1,Payg,hybrid,False,0,51.516905,-0.160951,51.514944,0.001077,2025-08-12T20:52:42,9.5,12.0,80.0,12.0,5,60
U072,Zoe ZE50 R110,Payg,cost,False,0,51.551498,-0.042312,51.490664,-0.245389,2025-08-12T13:21:23,8.1,12.0,80.0,12.0,5,60
U073,e-tech electric,Payg,hybrid,False,0,51.498753,-0.227663,51.514944,0.001077,2025-08-12T12:13:43,9.2,12.0,80.0,12.0,5,60
U074,51kwh,Payg,hybrid,False,0,51.4997,-0.221427,51.514944,0.001077,2025-08-12T09:22:06,7.9,12.0,80.0,12.0,5,60
U075,MG4 Electric XPOWER,Member,cost,True,4,51.500405,-0.210147,51.514944,0.001077,2025-08-12T20:40:35,6.2,12.0,80.0,12.0,5,60
U076,turbo s sport turismo,Payg,hybrid,False,0,51.491594,-0.067355,51.49675,-0.24656,2025-08-12T20:03:50,9.4,12.0,80.0,12.0,5,60
U077,Avenger,Payg,cost,False,0,51.49808,-0.211519,51.514944,0.001077,2025-08-12T17:59:45,8.2,12.0,80.0,12.0,5,60
U078,Q4 e-tron 45 quattro,Payg,time,False,0,51.525514,-0.130188,51.488423,-0.005687,2025-08-12T16:40:19,5.7,12.0,80.0,12.0,5,60
U079,INSTER Standard Range,Member,time,True,12,51.48937,-0.20895,51.514944,0.001077,2025-08-12T12:35:30,8.9,12.0,80.0,12.0,5,60
U080,300 extra-long,Payg,hybrid,False,0,51.504266,-0.213473,51.514944,0.001077,2025-08-12T14:00:06,5.8,12.0,80.0,12.0,5,60
U081,Air Dream Edition P,Payg,cost,False,0,51.499638,-0.088368,51.49675,-0.24656,2025-08-12T12:58:34,7.4,12.0,80.0,12.0,5,60
U082,Q4 Sportback e-tron 40,Payg,cost,False,0,51.484246,-0.197095,51.514944,0.001077,2025-08-12T20:43:27,5.1,12.0,80.0,12.0,5,60
U083,e-tech ev60 130hp,Payg,time,False,0,51.48012,-0.22258,51.514944,0.001077,2025-08-12T20:35:19,8.4,12.0,80.0,12.0,5,60
U084,E-Traveller,Member,cost,True,8,51.539913,-0.07987,51.490664,-0.245389,2025-08-12T16:19:04,5.6,12.0,80.0,12.0,5,60
U085,250 long,Payg,cost,False,0,51.525338,-0.065786,51.490664,-0.245389,2025-08-12T11:52:28,5.6,12.0,80.0,12.0,5,60
U086,coupe 85x,Payg,cost,False,0,51.479569,-0.214569,51.514944,0.001077,2025-08-12T08:39:12,7.6,12.0,80.0,12.0,5,60
U087,ET5 Touring Long Range,Payg,hybrid,False,0,51.522418,-0.150193,51.488423,-0.005687,2025-08-12T18:10:47,6.1,12.0,80.0,12.0,5,60
U088,suv 350,Payg,time,False,0,51.497759,-0.211239,51.514944,0.001077,2025-08-12T08:26:06,8.5,12.0,80.0,12.0,5,60
U089,Q4 e-tron 45 quattro,Payg,time,False,0,51.540943,-0.153531,51.488105,-0.005968,2025-08-12T20:00:26,7.2,12.0,80.0,12.0,5,60
U090,300 long,Payg,time,False,0,51.51958,-0.1411,51.488423,-0.005687,2025-08-12T12:16:11,6.7,12.0,80.0,12.0,5,60
U091,EV4 Hatchback Long Range,Payg,time,False,0,51.466618,-0.196206,51.552749,-0.033158,2025-08-12T12:29:08,9.1,12.0,80.0,12.0,5,60
U092,#3 Premium,Payg,time,False,0,51.510311,-0.158969,51.514944,0.001077,2025-08-12T12:02:59,9.3,12.0,80.0,12.0,5,60
U093,Spring Electric 45,Payg,cost,False,0,51.551498,-0.0322,51.490664,-0.245389,2025-08-12T14:48:48,9.6,12.0,80.0,12.0,5,60
U094,long range 2wd,Payg,cost,False,0,51.493,-0.13311,51.514944,0.001077,2025-08-12T13:29:07,7.2,12.0,80.0,12.0,5,60
U095,e-tech ev87 220hp,Payg,cost,False,0,51.485274,-0.213845,51.514944,0.001077,2025-08-12T19:41:26,6.6,12.0,80.0,12.0,5,60
U096,#1 Pro+,Payg,time,False,0,51.529079,-0.089564,51.490664,-0.245389,2025-08-12T09:15:15,7.5,12.0,80.0,12.0,5,60
U097,iX2 eDrive20,Payg,time,False,0,51.500979,-0.105336,51.49675,-0.24656,2025-08-12T19:42:45,8.7,12.0,80.0,12.0,5,60
U098,e-Jumpy Combi XS 50 kWh,Payg,cost,False,0,51.468116,-0.197323,51.552749,-0.033158,2025-08-12T20:50:19,7.9,12.0,80.0,12.0,5,60
U099,Ocean Sport,Member,cost,True,4,51.473698,-0.210493,51.514944,0.001077,2025-08-12T13:21:30,8.1,12.0,80.0,12.0,5,60
U100,A6 Avant e-tron quattro,Payg,time,False,0,51.498982,-0.227899,51.514944,0.001077,2025-08-12T20:00:44,8.1,12.0,80.0,12.0,5,60
U101,Focus Electric,Member,cost,True,4,51.500715,-0.224491,51.514944,0.001077,2025-08-12T11:33:39,5.2,12.0,80.0,12.0,5,60
U102,E-HS9 84 kWh,Member,cost,True,4,51.498152,-0.188909,51.514944,0.001077,2025-08-12T20:44:06,8.0,12.0,80.0,12.0,5,60
U103,se,Payg,time,False,0,51.52939,-0.075785,51.490664,-0.245389,2025-08-12T09:23:29,7.9,12.0,80.0,12.0,5,60
U104,l3,Payg,time,False,0,51.53753,-0.106387,51.490664,-0.245389,2025-08-12T17:09:26,7.8,12.0,80.0,12.0,5,60
U105,sport,Member,hybrid,True,12,51.488766,-0.143356,51.552749,-0.033158,2025-08-12T09:02:51,8.5,12.0,80.0,12.0,5,60
U106,3 Long Range Single motor,Payg,cost,False,0,51.472267,-0.206309,51.514944,0.001077,2025-08-12T08:19:20,8.5,12.0,80.0,12.0,5,60
U107,Leaf 24,Payg,cost,False,0,51.523597,-0.162788,51.488423,-0.005687,2025-08-12T14:44:06,9.0,12.0,80.0,12.0,5,60
U108,Tavascan,Member,time,True,8,51.4879,-0.1338,51.552749,-0.033158,2025-08-12T10:31:15,6.2,12.0,80.0,12.0,5,60
U109,combi standard,Member,time,True,12,51.515186,-0.047517,51.490664,-0.245389,2025-08-12T19:32:35,6.5,12.0,80.0,12.0,5,60
U110,e-tron GT RS,Payg,cost,False,0,51.481667,-0.219882,51.514944,0.001077,2025-08-12T14:37:24,7.3,12.0,80.0,12.0,5,60
U111,450+,Payg,cost,False,0,51.541623,-0.1051,51.490664,-0.245389,2025-08-12T18:54:35,7.5,12.0,80.0,12.0,5,60
U112,Model 3 Long Range,Payg,hybrid,False,0,51.495842,-0.095943,51.49675,-0.24656,2025-08-12T10:44:36,5.5,12.0,80.0,12.0,5,60
U113,9,Payg,cost,False,0,51.52416,-0.069911,51.490664,-0.245389,2025-08-12T09:06:29,8.2,12.0,80.0,12.0,5,60
U114,6 standard range 2wd,Payg,time,False,0,51.490645,-0.230329,51.514944,0.001077,2025-08-12T17:18:55,6.9,12.0,80.0,12.0,5,60
U115,ORA 03 63 kWh,Payg,hybrid,False,0,51.522851,-0.113537,51.490664,-0.245389,2025-08-12T14:29:02,8.3,12.0,80.0,12.0,5,60
U116,#5 Pro+,Payg,cost,False,0,51.527348,-0.126877,51.488423,-0.005687,2025-08-12T20:28:47,9.0,12.0,80.0,12.0,5,60
U117,6 long range 2wd,Member,cost,True,8,51.498604,-0.018876,51.49675,-0.24656,2025-08-12T13:21:28,6.2,12.0,80.0,12.0,5,60
U118,se convertible,Payg,cost,False,0,51.500354,-0.215221,51.514944,0.001077,2025-08-12T10:23:14,8.2,12.0,80.0,12.0,5,60
U119,e-SpaceTourer XL 75 kWh,Payg,cost,False,0,51.538,-0.118769,51.445465,-0.108074,2025-08-12T20:37:53,6.6,12.0,80.0,12.0,5,60
U120,ET5 Touring Standard Range,Member,cost,True,12,51.54241,-0.049313,51.490664,-0.245389,2025-08-12T11:13:49,6.8,12.0,80.0,12.0,5,60
U121,Townstar EV Passenger,Member,cost,True,8,51.514725,-0.158113,51.514944,0.001077,2025-08-12T15:40:04,5.7,12.0,80.0,12.0,5,60
U122,e-tron 55,Payg,time,False,0,51.450472,-0.118057,51.552749,-0.033158,2025-08-12T20:40:30,6.0,12.0,80.0,12.0,5,60
U123,l2,Payg,cost,False,0,51.515361,-0.032658,51.490664,-0.245389,2025-08-12T14:31:31,8.2,12.0,80.0,12.0,5,60
U124,turbo s cross turismo,Payg,cost,False,0,51.480122,-0.206945,51.514944,0.001077,2025-08-12T14:13:45,6.0,12.0,80.0,12.0,5,60
U125,e-C4 54 kWh,Payg,time,False,0,51.53123,-0.141971,51.488423,-0.005687,2025-08-12T11:01:01,7.0,12.0,80.0,12.0,5,60
U126,s,Payg,cost,False,0,51.506113,-0.198779,51.514944,0.001077,2025-08-12T20:23:55,7.2,12.0,80.0,12.0,5,60
U127,EQC,Payg,cost,False,0,51.527344,-0.091442,51.490664,-0.245389,2025-08-12T16:04:25,8.6,12.0,80.0,12.0,5,60
U128,Eletre R,Payg,time,False,0,51.49893,-0.180067,51.514944,0.001077,2025-08-12T15:59:11,7.9,12.0,80.0,12.0,5,60
U129,500,Payg,hybrid,False,0,51.478441,-0.213999,51.514944,0.001077,2025-08-12T19:45:06,7.5,12.0,80.0,12.0,5,60
U130,amg 43,Payg,time,False,0,51.539451,-0.105505,51.490664,-0.245389,2025-08-12T09:01:11,5.2,12.0,80.0,12.0,5,60
U131,#5 Premium,Payg,time,False,0,51.500499,-0.081141,51.49675,-0.24656,2025-08-12T07:21:07,5.9,12.0,80.0,12.0,5,60
U132,pulse,Payg,time,False,0,51.47151,-0.20296,51.514944,0.001077,2025-08-12T12:17:57,5.0,12.0,80.0,12.0,5,60
U133,EQA,Member,hybrid,True,12,51.487255,-0.137489,51.552749,-0.033158,2025-08-12T09:14:25,7.5,12.0,80.0,12.0,5,60
U134,86kwh,Payg,cost,False,0,51.517602,-0.094899,51.490664,-0.245389,2025-08-12T14:31:33,8.9,12.0,80.0,12.0,5,60
U135,E-Ulysse L2 75 kWh,Payg,time,False,0,51.520629,-0.142295,51.488423,-0.005687,2025-08-12T14:29:33,8.4,12.0,80.0,12.0,5,60
U136,s sportback,Payg,hybrid,False,0,51.519853,-0.116456,51.490664,-0.245389,2025-08-12T07:15:29,9.7,12.0,80.0,12.0,5,60
U137,cabrio,Payg,hybrid,False,0,51.497306,-0.161243,51.514944,0.001077,2025-08-12T11:42:04,6.3,12.0,80.0,12.0,5,60
U138,3 Long Range Dual motor,Payg,time,False,0,51.549815,-0.071497,51.490664,-0.245389,2025-08-12T13:40:41,8.5,12.0,80.0,12.0,5,60
U139,450+,Payg,hybrid,False,0,51.499757,-0.228013,51.514944,0.001077,2025-08-12T08:36:34,5.3,12.0,80.0,12.0,5,60
U140,INSTER Standard Range,Payg,time,False,0,51.490422,-0.192208,51.514944,0.001077,2025-08-12T15:10:54,7.8,12.0,80.0,12.0,5,60
U141,600e Turismo,Payg,hybrid,False,0,51.472645,-0.187888,51.552749,-0.033158,2025-08-12T17:44:15,6.2,12.0,80.0,12.0,5,60
U142,sportbacketron 50,Payg,cost,False,0,51.519833,-0.13938,51.488423,-0.005687,2025-08-12T10:20:48,5.1,12.0,80.0,12.0,5,60
U143,Kona Electric 39 kWh,Member,time,True,12,51.460699,-0.137878,51.552749,-0.033158,2025-08-12T16:41:02,7.6,12.0,80.0,12.0,5,60
U144,55,Payg,cost,False,0,51.489979,-0.146624,51.514944,0.001077,2025-08-12T14:46:47,5.4,12.0,80.0,12.0,5,60
U145,A290 Electric 220 hp,Payg,cost,False,0,51.487717,-0.142074,51.552749,-0.033158,2025-08-12T14:19:37,8.6,12.0,80.0,12.0,5,60
U146,Spectre,Member,time,True,8,51.498663,-0.219049,51.514944,0.001077,2025-08-12T17:11:15,9.8,12.0,80.0,12.0,5,60
U147,Partner Tepee,Member,cost,True,8,51.473343,-0.184959,51.552749,-0.033158,2025-08-12T18:58:13,9.7,12.0,80.0,12.0,5,60
U148,e-Expert Combi Standard 75 kWh,Payg,hybrid,False,0,51.495338,-0.227766,51.514944,0.001077,2025-08-12T10:39:56,9.0,12.0,80.0,12.0,5,60
U149,3 Long Range Dual motor,Payg,cost,False,0,51.467684,-0.207642,51.514944,0.001077,2025-08-12T14:27:54,6.6,12.0,80.0,12.0,5,60
U150,e-3008 73 kWh,Member,cost,True,8,51.4735,-0.21345,51.514944,0.001077,2025-08-12T09:22:09,8.9,12.0,80.0,12.0,5,60
U151,touring,Payg,hybrid,False,0,51.463032,-0.130957,51.552749,-0.033158,2025-08-12T13:14:13,6.9,12.0,80.0,12.0,5,60
U152,e-tron 50,Member,hybrid,True,8,51.520722,-0.158309,51.488423,-0.005687,2025-08-12T16:21:50,7.7,12.0,80.0,12.0,5,60
U153,e-308 SW,Payg,hybrid,False,0,51.52018,-0.09637,51.490664,-0.245389,2025-08-12T13:43:35,9.8,12.0,80.0,12.0,5,60
U154,Enyaq iV 80,Payg,hybrid,False,0,51.473064,-0.193539,51.514944,0.001077,2025-08-12T18:13:31,8.1,12.0,80.0,12.0,5,60
U155,Spectre,Payg,time,False,0,51.538261,-0.084928,51.490664,-0.245389,2025-08-12T11:08:21,9.9,12.0,80.0,12.0,5,60
U156,GV70,Member,cost,True,8,51.510311,-0.158969,51.514944,0.001077,2025-08-12T17:48:43,6.3,12.0,80.0,12.0,5,60
U157,C10,Payg,time,False,0,51.531612,-0.134805,51.488423,-0.005687,2025-08-12T09:56:20,5.8,12.0,80.0,12.0,5,60
U158,E-Traveller,Payg,time,False,0,51.499473,-0.220199,51.514944,0.001077,2025-08-12T18:30:34,8.6,12.0,80.0,12.0,5,60
U159,39,Payg,cost,False,0,51.487,-0.13352,51.552749,-0.033158,2025-08-12T19:01:14,7.2,12.0,80.0,12.0,5,60
U160,electrified luxury,Member,hybrid,True,12,51.49,-0.13591,51.552749,-0.033158,2025-08-12T19:31:27,9.4,12.0,80.0,12.0,5,60
U161,Enyaq iV 60,Payg,time,False,0,51.50812,-0.14325,51.514944,0.001077,2025-08-12T19:15:13,9.2,12.0,80.0,12.0,5,60
U162,Zoe R90,Member,hybrid,True,4,51.51915,-0.09597,51.490664,-0.245389,2025-08-12T18:22:51,5.7,12.0,80.0,12.0,5,60
U163,e-Expert Combi Compact 50 kWh,Member,hybrid,True,4,51.541096,-0.083324,51.490664,-0.245389,2025-08-12T07:49:44,7.3,12.0,80.0,12.0,5,60
U164,combi compact,Member,hybrid,True,12,51.50272,-0.220198,51.514944,0.001077,2025-08-12T14:09:54,7.1,12.0,80.0,12.0,5,60
U165,pro+,Member,hybrid,True,12,51.51273,-0.157295,51.514944,0.001077,2025-08-12T10:36:31,6.9,12.0,80.0,12.0,5,60
U166,3 Long Range Performance,Payg,time,False,0,51.502934,-0.107235,51.49675,-0.24656,2025-08-12T09:25:35,8.9,12.0,80.0,12.0,5,60
U167,EV4 Hatchback Standard Range,Member,time,True,8,51.493234,-0.078267,51.49675,-0.24656,2025-08-12T17:58:56,7.3,12.0,80.0,12.0,5,60
U168,Capri Extended Range RWD,Member,hybrid,True,12,51.499633,-0.235898,51.514944,0.001077,2025-08-12T13:36:18,5.4,12.0,80.0,12.0,5,60
U169,Enyaq RS,Member,time,True,8,51.506864,-0.106078,51.490664,-0.245389,2025-08-12T20:23:14,5.2,12.0,80.0,12.0,5,60
U170,BE11 Standard Range,Member,cost,True,4,51.4949,-0.12838,51.514944,0.001077,2025-08-12T09:53:32,7.8,12.0,80.0,12.0,5,60
U171,Kangoo ZE,Payg,time,False,0,51.474487,-0.217047,51.514944,0.001077,2025-08-12T10:04:19,8.2,12.0,80.0,12.0,5,60
U172,xdrive40 sedan,Payg,time,False,0,51.524483,-0.107519,51.490664,-0.245389,2025-08-12T17:33:42,5.9,12.0,80.0,12.0,5,60
U173,y long range dual motor,Payg,cost,False,0,51.48379,-0.22025,51.514944,0.001077,2025-08-12T07:11:56,7.0,12.0,80.0,12.0,5,60
U174,86kwh,Payg,time,False,0,51.490455,-0.205694,51.514944,0.001077,2025-08-12T20:49:47,6.9,12.0,80.0,12.0,5,60
U175,scorpionissima,Member,hybrid,True,8,51.498462,-0.219419,51.514944,0.001077,2025-08-12T09:53:49,8.5,12.0,80.0,12.0,5,60
U176,ev320,Member,cost,True,4,51.521389,-0.09319,51.490664,-0.245389,2025-08-12T10:06:15,7.9,12.0,80.0,12.0,5,60
U177,EV4 Sedan Standard Range,Payg,time,False,0,51.499997,-0.22917,51.514944,0.001077,2025-08-12T20:58:04,6.5,12.0,80.0,12.0,5,60
U178,Kangoo E-Tech Electric,Payg,cost,False,0,51.499962,-0.176602,51.514944,0.001077,2025-08-12T17:12:28,9.5,12.0,80.0,12.0,5,60
U179,6e,Payg,hybrid,False,0,51.547034,-0.090247,51.490664,-0.245389,2025-08-12T14:15:28,6.3,12.0,80.0,12.0,5,60
