chargeDeviceID,connector_type,rated_power_kW,charge_method,status
80b5d920603b925f72c429ddba032e72,Type 2 Mennekes (IEC62196),4.8,Single Phase AC,In service
14c132158e2c7c2569876362c4a4770d,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
2a0f6ae46b679d0ecc5cb46de254d2fa,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
7d1dff07b1d3fe8174a43588f9528ea4,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
2810533f3e8335c1e5842e38a66e2d41,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
115659fcb58162f25830b9f1e1d92891,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
96222e2017e74cb315de0384cc67ccec,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
6e822618c30449cfabec9b22a7de1425,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
e620e32a8fb45a92d9e0cd2d018bd932,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
e83193bbca16feb25ca7c49559317a7d,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
65775a7994d1c6649114bd43b985f2c2,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
1cac981fb61dc0e4a41e6a8508552803,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
d2d8c0f1e97017883799eeb270accbf4,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
bec8101e09b530094d4a9a5cb2aa8970,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
2258d2991c26f9159cb37712732d2a1e,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
c8c09abcc0bcc60abbbedaa425d9d52d,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
faff78ae9252e2aa0f2b9f721cb89398,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
0d36d554e131368685427acccc334be5,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
54504ac4de692e2ed530130e8da592ae,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
9d9901965e1072a85529f00e0a5e5aa6,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
450f8bff9e8ec3ad6a53125d226fe3d0,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
2eca514592970e4fcff0088ff242b157,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
422eed1bdfef33de20e9610f9f9f57a7,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
9c233a30ed64fe4dcdaaef3d9c5855bb,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
07b23962a4a6ff6c3e13fc24e0e12caa,Type 2 Mennekes (IEC62196),4.8,Single Phase AC,In service
9f56b9e200549a86ff36ac3aedfebf0e,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
ea457ca6a58a357dd6be0f4509caa3a2,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
7716187589b68cdd772c0a19735a2381,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
82004274d9bc2c4b2035fe7a40b86fcd,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
8ea2e910312e70cd89fca468251614ec,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
cf1f4ec239ccde6ee3dd2a0a3f17ece2,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
a272ca619613c7c5fbcb18288b76197f,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
bf28465ba21ec97911a7576fc11b1081,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
ecbe681164e9e452c30fc0cce7dd6a8f,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
05df0636af7adb6f64699908489f86a0,Type 2 Mennekes (IEC62196),3.7,Single Phase AC,In service
5786b8cae000eea6e9754d5c89e9ec37,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
f85e2b96ecf640ceaa0c31c8ad75ac3d,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
baa5b6a77f2d9b64825d5b0fe0f19a16,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
8ffce3d46f68ca02795dbffec64095f1,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
314f4026011eb4fe2a0cdaddbd891625,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
e653ca0b5ac63eb4e7649bf5513038de,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
f21a6477b9893c297b0fef69cfc91f80,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
ccaf616b8313bd5c432639bda0c84874,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
919807a68a8d275b2e7dd47c1ad6a69c,Type 2 Mennekes (IEC62196),4.8,Single Phase AC,In service
4d8998ab66782eb546339a760850876c,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
4e255ecbeb4705bae3c14669ca604187,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
3b10454b7289cab6037243c9fc539c7a,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
3bad48cdf807c5c610b810ce96de4f48,Type 2 Mennekes (IEC62196),4.8,Single Phase AC,In service
fa8ee95ffd242f386c8bdc7e7c25471c,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
b948aa07167c9acb17487657e96870e5,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
d6bd6c6726780502d3d08075e10deda5,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
1ed7d2ba2413e16205063b4029038486,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
2f949375f27ace8f384cddf7127935c3,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
201c891dc157dadb40702bfaa20e446b,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
d15961dc9af441e7c69136c5c24bf5d3,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
d153cf5d900b80f1e2dc7e61fd8b420d,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
342454ec716816628a08909fb12f3b5e,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
488799044cb6d665d8e4abdcbc67064e,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
f2544b4c4774a97657f28ae9f50c834a,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
3e426911d34b34dfcff99725190f07d4,Type 2 Mennekes (IEC62196),4.8,Single Phase AC,In service
5a45d168e9f33ec49f8a2d18d15cba8a,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
c3170f8469d39e848065a3bfc10c1b1a,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
3fe7b426e117c2b0aec8a038aef9d4fc,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
c8eddff10c79a90192bdcdd941f6e17c,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
11da58e98011beec3b67a61672370d95,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
67a7d76991503f1668b8541a532eb5a6,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
55f2cad795eba35becb202877f4f7616,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
03c6983b92693f885cd24255b5dcc597,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
00a87cce41371cf384b1dd4628dc5ea7,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
9a190b2d3a7c7fae28cef4c7bf821b12,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
38c695d7d15ad15667ad265d3a1a2243,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
307c27aeb32c02e2561f228b0e758196,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
64f027640f63616a277e92096313264f,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
c6ac861c478a411ee84507dad163477b,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
47dd14b0bfa5c4a3d0cff40516bc34ed,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
0d866018f63b5c0f9b822175e2c5d72c,Type 2 Mennekes (IEC62196),3.7,Single Phase AC,In service
9a0298d03a55b3da7c39eb509782ea81,Type 2 Mennekes (IEC62196),3.7,Single Phase AC,In service
4ce303d9f8cce8032c9663a095fba124,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
03fe84f501d9eaaa0b7496941340ec88,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
61ea3ee65ce5d991d7a6cf437ab7ac5d,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
8586ce82c85717b10bf705d70c4bc80e,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
ff5f96c71cbc7fcaec9ffb0e20665fa6,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
3232b891cab7becfcb2802ac96bb7515,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
90f7fda5a95f9d6c73d5fa8d7bf3487a,Type 2 Mennekes (IEC62196),4.8,Single Phase AC,In service
331bbb9ff9093ccf8a567d7df8d16ba7,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
4115bc05a3e5460e3bba7777fde0f807,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
6ce002d0c111ac998812808480ca987b,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
aa265bc6ad44d540c269b9eb85028dbf,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
02169f2f976f30aa6112eccd0582cb48,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
19e95a92be999706796d35a43646f531,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
8410ba6fb7f64901d27d883c1bdf142b,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
305e1fe1ba81a1f0d087e712ad2f9b77,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
11787a1b33a098a68d5c4242652c81c4,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
44d21d4798f1f11195763debdaeba60b,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
7e860356bc2e49591a3797ff5d196f24,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
803be2537f8ba4a4feb357a40bc87f48,Type 2 Mennekes (IEC62196),4.8,Single Phase AC,In service
cd0588435f80d5169d3b5f0033d2a509,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
13437a03fcc24f0083b33ad68e83529f,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
92328f8a68c350ee321a54af90a8583a,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
b31496a88d56b06ba1090e6bcd527f6c,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
6f5fd930710a7b38f229a849fc43ee2a,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
5913513fb9753764344da4edd9c67d37,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
31ba749b10d56bb6accb55e66eb351ad,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
7a6b7ae8339e7e07c29f4f3570ef242f,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
dd935e1362065ade42b17e6c3c958cc2,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
0de8849b4100f8293236169b8db69432,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
cf12fab757a9634e902a4faf253f2ade,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
dfa33f446e613fb203d83371100d2176,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
e90530107c4166d88ba58e2475e958b2,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
d44c78dcad9de0aed2f37902ea02cef2,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
919509e8ee7f16e2af1f245c5c17b664,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
f8e30e7b98452c80b7b3b258e6e2690f,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
85a2fbd1147b3f97f5f673154d1ca967,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
3bbefa0834eff7aa2aae5fa39ea11605,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
719d3ac849aef5b8e5458cb4e378dccf,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
d24739d9b924af9d6a0c1809b21b3fa0,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
ab54397ced6d6a3e1b48d63a71b10765,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
361f1c22828dd2ff43ff79b1ff35aa54,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
ab4e87f4acac358c82adc8cd851ac14d,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
64fb8618ddfaeab2a3ead5ccd391e2e3,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
4aad660e8c6f9a140c5c2dbc11a8b383,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
516c3cd3b90a7fc92931f5777872f105,Type 2 Mennekes (IEC62196),3.7,Single Phase AC,In service
3122a770372bf92238db8973f6044160,Type 2 Mennekes (IEC62196),3.7,Single Phase AC,In service
5567cb27a2b348b1ab30a48df1da10b1,Type 2 Mennekes (IEC62196),3.7,Single Phase AC,In service
53d884cc5eba9d50a0433d76a5309abd,Type 2 Mennekes (IEC62196),4.8,Single Phase AC,In service
71d055a94693c96c4b069593c5adc6e9,Type 2 Mennekes (IEC62196),4.8,Single Phase AC,In service
2f8bd8e672ea564c739acbe2c7d43449,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
7f68a22a558344658940c12d3fc6eb06,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
a6069a2d472d3ead40c12ce052138cd4,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
1033643601585552d7258cb66bd0741d,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
fc227033e01c777d434c1d05faa32d2d,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
912c0e4f81be57c3e8c2d9b90aad6efd,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
a73da654dca4d9f5b88cf7769b11a92e,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
be5fc1224cbdabb5d0a44ecdec263984,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
d8cb3840d7c1fad535ea70d61f867629,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
d2402cc2137c3630622d7791223a696c,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
03e8f197caad139ae9fcc58677c416d5,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
8c947748f59f20784185f3763942a1d3,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
6d21a01b62ecde783a1ddb0cfb461789,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
b5e324ad10aa8dc6fb261e929cead725,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
47520ed1cd150380976a52183c7659c8,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
9dd8bf75625a7ccffaf4b69ec20b8fcc,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
c5edb4d47fd2a2267b5a146ff252156c,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
d48f0414c54cc774091692d7ad9d3bc5,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
8054ce717d051d17a495ac728b28b772,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
b55222ebb0b6a9367ea1a7fb000836d8,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
e5743fdb8f6fdeb20b328de71a8ebe43,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
e5573ce7505754453e3073694a08a484,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
9c101eb4e6342e37c2ae08c427fcf3f3,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
1d6725e03ffd1fc8af927432a4f2fc45,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
a8be20563f1dc75141732d917b67f4ae,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
5ef66e30bd7c6b7fcce316184eba4f36,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
4e895098b998bf816364be95e5a1dd67,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
e4dd000e94bb8c2bfd9793b7588b0c44,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
c05eef0cb68500dcfe6913f75f79900f,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
c0654546e294ea11cc916261731f0460,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
f0f3a0cd092fc6589a1c253a4a4e2a21,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
ffab024cbdca06cdadd0bb225f07e26f,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
b5d2f969609f3a1dc89c7c8ec282bc3f,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
6475199a00c44f974f2f0aa2a33377f6,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
26b764a8f77b0da8349b90ab894a8fcd,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
2d2074c881e43d8e336ef0c6e6a52cdc,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
b44027cc0817c77ea1da159f0b0bc606,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
657d8399c42ec896e8798479d4e0d504,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
72874ac7504a84ccec94b6a087b414f3,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
27bda4918093fea6c72a77915676d965,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
3412f597ca09607d95280c6043636b66,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
8275af4532535222c081ea6c65d6b53a,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
1a8bc5f4116ee1417df916550127a1a3,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
60b2e14921a2a6948833ab3a3cbd450b,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
d05f655540b2e76ac931d27a9b7979a0,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
91f2b67df684436c15d168cabaca4f92,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
2f17acc1a2b50b0f0f4789bf7c31a717,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
5198ca042052b2762302f5420cb48dfe,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
e6d0513ce49cc06cb956251623cb8fd9,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
110534af83ca5ff555a1a80f1b5a221d,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
2b94b34d237ad5d5169bfca941c020e4,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
e750e1ce7506606972a2dc0a3b4a69b7,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
253b4191a221f6206a9c0ea20f710484,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
50b5466113c42d57266bdc79e34cda52,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
6b52412e42312b6255fc21d61ce01bac,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
429cc6f36bbc0a31c67e358375da003e,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
df5fb19779700946f9dc474e7a03756b,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
f9e13c7eb1f1488656134be29b9d7561,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
2487476ffe91055720cb2439010cb265,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
625a61cc569767faf06e83d43d9d5257,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
9660dccb1a682c0daff5b3057c6706a2,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
98a8d94b175e803d909403d57bf283ef,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
4a8060697f27271ffe5b2424cf0aaa7b,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
322a4dd3c017f5ac7569c62b805298b2,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
af9c8febe554414f63f72734f39876ef,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
18c862fb28c31ef47e9a93e079cbf5a6,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
6cce8df4316123fe25101718015231b8,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
ee2ea1e6a09b61e95dea97c194816ad3,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
65884799253c4715309fd1a52656d1bf,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
0771460e61ea227ea07ce7dc895f17c6,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
e7c3ab448a3f40aa17db1c70df1ef9f7,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
d682bc498cd153e655fed1f4c1c34668,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
0ce5ee65616277a926f11e9007cefaf4,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
211b45a9e09a1734caa1a9b01caf105c,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
629d026b487e559ff65d476804cbdf65,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
be2b15b1c5d2247ac0158fb2879749c1,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
755cf6ed7ec5cb088a7e6889a79f4d81,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
0ad5c8c3b2fdeb4150b6c89cedaf5391,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
cff944ef77cf5a63e0255c2bd8ca870b,Type 2 Mennekes (IEC62196),4.8,Single Phase AC,In service
5f112a32f10d7d8804b65451b7099142,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
746e671f048727bd0f8326331f75807f,Type 2 Mennekes (IEC62196),3.7,Single Phase AC,In service
c25880f6f57be9bf99f73c19e8e02110,Type 2 Mennekes (IEC62196),3.7,Single Phase AC,In service
3f0a260e195d0a104f67aad2e2a2bb9b,Type 2 Mennekes (IEC62196),3.7,Single Phase AC,In service
ba6a2bb1c8d6ff0d8e101947591c489d,Type 2 Mennekes (IEC62196),4.8,Single Phase AC,In service
f8dc989f5ef8d43d2e701a44b6c6b6f6,Type 2 Mennekes (IEC62196),4.8,Single Phase AC,In service
552883fd408e55f20c3678ba6f13834f,Type 2 Mennekes (IEC62196),4.8,Single Phase AC,In service
69aaee0b1cbf2ff9436f399d1d8f48e0,Type 2 Mennekes (IEC62196),4.8,Single Phase AC,In service
7fc40ca0c6cdaea0d99f1695968dfd57,Type 2 Mennekes (IEC62196),4.8,Single Phase AC,In service
15ba57762c966b644273bcbcba7821ef,Type 2 Mennekes (IEC62196),4.8,Single Phase AC,In service
df0ec74ed0bf23e091847f07c1d2c483,Type 2 Mennekes (IEC62196),4.8,Single Phase AC,In service
26f0714fb58aade4a66a5a5f9cb16b14,Type 2 Mennekes (IEC62196),4.8,Single Phase AC,In service
ddca51b1fd250f36526236841ebe418c,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
d6d18e4ec5b9e14467dbd5c7ab2cd372,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
4190125ae0f0e8f9d42b1d7021e550c7,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
6ff7653285d1c67a8495f89c912f1e0d,Type 2 Mennekes (IEC62196),3.7,Single Phase AC,In service
1654e0dc7ee39b9488a7589bf0fa34ee,Type 2 Mennekes (IEC62196),3.7,Single Phase AC,In service
9d1bdc9cc63df03c7ed1a23de115f409,Type 2 Mennekes (IEC62196),4.8,Single Phase AC,In service
17fbb4ebc6ba292d38179c87dadb989e,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
aeef3db0322985d0a575d7d395f02586,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
98180f2c2934cab169b73cb01b6d7587,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
a91ad00b8877b3ba1c7ef5322bff5e9a,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
7a3e42f09312e71a27cb0fe6a0bc4a58,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
79cf4fa2133e79ffee34b32da7456db1,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
102d9eb8983a98059d4efd0236d9fb7b,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
db4b9f019cbb1d3dd43aba0f4295d428,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
3dc11f7a38d244ff4e3d92c3bc9433b4,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
8febd33ff5ba663a0baa8b397ab251cb,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
d3f8cfd92e01a2955521507dc5274763,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
818e03da9fb4630934d5f76c32ff48fc,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
b84d15d1963662a5bef4b5607de3df9d,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
c9cea7d670dfeabf6a7ad6495d234cf4,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
96155e2ca8b25192966ce7664907dae0,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
d01f29ca3fcc719895b68e2e55b161ed,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
b9e12a7cefb67c0f357923c4e9b91fd3,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
d78fec3e838a52c53b5dbfd9c2181867,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
639358ff8e77778dd4d881dfc38f4399,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
39c7b0ba75819764b1c0ffaa209f7b29,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
045ea21539823cd68606177a4d1e60a9,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
b114a33e8c8743672ef147a0f263fa64,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
338890d05d2b3624a1ee45d1fe5f4a29,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
7cf7b18f1dd384a338ea9e067abe2256,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
733ae1b1103a3a338c8a0d6c7cd856a9,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
06928b9f63ebf064f0e8174d86a80dd2,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
4a213d9a51209d27177df4643708072b,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
9830488a36a03debda9a1d61fc5c9b67,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
6fbf0922153f913dd7da46c1b67a9e4e,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
6f2f2c810533a6586f68402214344732,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
3b888341835dcf21f6fd77500f9aca96,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
dd822e2af65346c3c3baa76bfbddea4c,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
38244f9a374c16f4762cc42a1dba7afa,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
5bd6c0cf3292e5f9ece9da05afd61ce6,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
